title,description,answer,type,category,priority,language,tag
Timesheet not updating hours for Isha Parker,"Employee Isha Parker (ID EMP91238) reports clock-in problem at Warehouse A. Phone +1-911-733-3128, email ishaparker560@acme.test. GPS 44.051618,-79.156072. Issue started after daylight saving change. Manager Jack Wilson unable to approve. Timesheet shows 8.5h instead of 10.5h. Device Pixel 7 (OS Android 13), app v8.0.2, network Corporate VPN. Error code NPE-UI-22. Ref:1747-698",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,low,en,MFA
App crashes on launch for Lucas Baker (Pixel 7),"User Lucas Baker experienced an application crash on Pixel 7 (OS Android 13) when opening the Timesheet screen. Email lucasbaker780@example.com / phone +1-706-309-8146. After MFA code 910665, the screen froze. Build v7.1.6, network LTE. Logs show error code SYNC-409. Occurred end of quarter. Ref:706-958","Enabled background refresh and pushed appp config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Mobile App & UI issues,medium,en,Overtime
Timesheet not updating hours for Jack Morgan  Impact: affects payroll cutoff if not resolved before Friday.,"Employee Jack Morgan (ID EMP23826) reports clock-in problem at Distribution East. Phone +1-519-837-8566, email jackmorgan763@acme.test. GPS 44.04333,-79.111686. Issue started during night shift. Manager Otto Turner unable to approve. Timesheet shows 7.5h instead of 9.5h. Device Pixel 8 (OS Android 14), app v8.2.0, network Corporate VPN. Error code E_TIMEOUT. Ref:468-719",Cleared app cache & forced a re-sync; verify location services & try again near site perimeter.,Request,Times & Attendance,low,en,Wallet
Slow loading of schedule on Wi-Fi,"User Maxime Phillips experienced an application crash on OnePlus 10 (OS iPadOS 17.4) when opening the Approvals screen. Email maximephillips366@example.com / phone +1-961-781-8894. After MFA code 465289, the screen froze. Build v7.5.0, network Wi-Fi. Logs show error code E_TIMEOUT. Occurred since last Friday. Ref:430-798","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Question,Mobile App & UI issues,medium,en,Wallet
Timesheet not updating hours for Ethan Harris...,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Problem,Times & Attendance,low,en,PayrollCutoff
Shift swap request not visible for team," Employee Zoe Carter (ID EMP92430) reports clock-in problem at Call Center West. Phone +1-833-623-2758, email zoecarter583@fabrikam.org. GPS 43.844422,-79.518164. Issue started today 08:15. Manager Layla White unable to appprove. Timesheet shows 7.5h instead of 6.5h. Device OnePlus 10 (OS iOS 17.4), appp v10.8.0, network Corporate VPN. Error code AUTH-401-MFA. Ref:1755-559  Steps tried: reinstall, toggled airplane mode, switched networks.   ",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,DevicePolicy
Dark mode hides text on Settings screen,"User Elijah Wilson experienced an application crash on OnePlus 10 (OS Android 13) when opening teh Timesheet screen. Email elijahwilson715@contoso.com / phone +1-494-737-1670. After MFA code 145013, teh screen froze. Build v7.2.4, network Corporate VPN. Logs show error code E_TIMEOUT. Occurred after daylight saving change. Ref:313-154  Impact: affects payroll cutoff if not resolved before Friday.",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Incident,Mobile App & UI issues,low,en,Cache
Geofencing blocks punch at Office NYC  Observed that sync completes after 10–15 min then reverts.,"Employee Noah Garcia (ID EMP86403) reports clock-in problem at Office NYC. Phone +1-742-632-9917, email noahgarcia631@sample.io. GPS 44.035384,-79.699807. Issue started end of quarter. Manager Nora Lopez unable to approve. Timesheet shows 8h instead of 8.5h. Device iPhone 14 Pro (OS Android 13), app v8.8.2, network Wi-Fi. Error code HTTP 504. Ref:219-329  Note: intermittent; occurs when switching from Wi-Fi to LTE.","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Times & Attendance,low,en,MFA
App crashes on launch for Lena Sanchez (OnePlus 10)...,"User Lena Sanchez experienced an application crash on OnePlus 10 (OS iOS 17.4) when opening the Punch screen. Email lenasanchez893@acme.test / phone +1-546-457-8053. After MFA code 517915, the screen froze. Build v9.1.3, network 5G. Logs show error code HTTP 504. Occurred today 08:15. Ref:521-334","Enabled background refresh and pushed appp config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Mobile App & UI issues,low,en,Kiosk
Schedule missing shifts for Amelia Campbell...,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,high,en,Timesheet
Wallet screen blank after update,"User Jonas Bell experienced an application crash on OnePlus 10 (OS Android 14) when opening the Settings screen. Email jonasbell184@fabrikam.org / phone +1-878-315-3912. After MFA code 948746, the screen froze. Build v7.5.5, network LTE. Logs show error code HTTP 504. Occurred since last Friday. Ref:480-549","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Mobile App & UI issues,high,en,DevicePolicy
App crashes on launch for Aarav Edwards (Samsung Galaxy S22),"User Aarav Edwards experienced an application crash on Samsung Galaxy S22 (OS iOS 16.7) when opening the Login screen. Email aaravedwards372@demo.co / phone +1-974-584-4650. After MFA code 489645, the screen froze. Build v9.9.2, network Corporate VPN. Logs show err0r code HTTP 504. Occurred yesterday 17:40. Ref:858-314",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Mobile App & UI issues,low,en,Crash
Kiosk PIN rejected for Oliver Thompson,"Employee Oliver Thompson (ID EMP13932) reports clock-in problem at Plant 3 - Dock. Phone +1-504-336-3638, email oliverthompson931@acme.test. GPS 44.081596,-79.419634. Issue started after daylight saving change. Manager Ana Parker unable to approve. Timesheet shows 8h instead of 7h. Device Galaxy A54 (OS iPadOS 17.4), app v7.7.8, network Corporate VPN. Error code APP-5001. Ref:1470-496","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Problem,Times & Attendance,low,en,MFA
Kiosk PIN rejected for Aiden Phillips,"Employee Aiden Phillips (ID EMP58224) reports clock-in problem at Warehouse A. Phone +1-965-519-3964, email aidenphillips601@example.com. GPS 43.76729,-79.342557. Issue started after daylight saving change. Manager Avery Bell unable to approve. Timesheet shows 7.5h instead of 8.5h. Device OnePlus 10 (OS Android 13), app v9.8.8, network 5G. Error code E_TIMEOUT. Ref:214-710",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Question,Times & Attendance,low,en,Crash
Geofencing blocks punch at Retail Store #214,"Employee Isha Lee (ID EMP79159) reports clock-in problem at Retail Store #214. Phone +1-637-242-4622, email ishalee755@sample.io. GPS 43.670363,-79.538086. Issue started end of quarter. Manager Ines White unable to approve. Timesheet shows 10h instead of 11h. Device Pixel 7 (OS iPadOS 17.4), app v9.0.7, network LTE. Error code E_TIMEOUT. Ref:446-941  Steps tried: reinstall, toggled airplane mode, switched networks.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,medium,en,Overtime
Buttons overlap on small screen — UI layout bug," User Harper Baker experienced an application crash on OnePlus 10 (OS iOS 16.7) when opening the Wallet screen. Email harperbaker738@contoso.com / phone +1-203-222-6527. After MFA code 414632, the screen froze. Build v8.5.8, network Corporate VPN. Logs show err0r code AUTH-401-MFA. Occurred end of quarter. Ref:649-814   ",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Mobile App & UI issues,high,en,Kiosk
Kiosk PIN rejected for Layla Parker  Observed that sync completes after 10–15 min then reverts.,"Employee Layla Parker (ID EMP62370) reports clock-in problem at Retail Store #214. Phone +1-351-402-5799, email laylaparker266@acme.test. GPS 43.691977,-79.125005. Issue started end of quarter. Manager Jonas Edwards unable to approve. Timesheet shows 8h instead of 8.5h. Device Pixel 8 (OS iOS 17.4), app v7.9.8, network LTE. Error code CRASH-09. Ref:951-819",Cleared appp cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,low,en,PDFExport
Geofencing blocks punch at Retail Store #214, Employee Otto Martin (ID EMP56952) reports clock-in problem at Retail Store #214. Phone +1-71...   ,Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,low,en,Geofence
Kiosk PIN rejected for Noah Wilson,"Employee Noah Wilson (ID EMP33017) reports clock-in problem at Warehouse A. Phone +1-224-967-7599, email noahwilson711@acme.test. GPS 44.008765,-79.57208. Issue started during night shift. Manager Mason Young unable to approve. Timesheet shows 8h instead of 9h. Device iPhone 14 Pro (OS iPadOS 17.4), app v10.4.9, network Corporate VPN. Error code SYNC-409. Ref:355-656",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,low,en,TimeOff
Shift swap request not visible for team,"Employee Grace Anderson (ID EMP79047) reports clock-in problem at Office NYC. Phone +1-252-959-8907, email graceanderson113@example.com. GPS 44.163397,-79.570298. Issue started since last Friday. Manager Neha Hall unable to approve. Timesheet shows 10h instead of 10.5h. Device iPad Mini (OS iOS 17.4), app v10.2.7, network LTE. Error code E_TIMEOUT. Ref:1960-180",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Question,Times & Attendance,low,en,Accessibility
Clock-in failed for Emily Nelson at Retail Store #214...,"Employee Emily Nelson (ID EMP44822) reports clock-in problem at Retail Store #214. Phone +1-872-530-4637, email emilynelson314@sample.io. GPS 44.190182,-79.189266. Issue started end of quarter. Manager Aiden Evans unable to approve. Timesheet shows 7.5h instead of 8.5h. Device iPhone 14 Pro (OS iPadOS 17.4), app v8.4.7, network 5G. Error code HTTP 504. Ref:210-346",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,medium,en,MFA
Dark mode hides text on Settings screen,User Arjun Miller experienced an application...,Cleared appp cache & forced a re-sync; verify location services & try again near site perimeter.,Incident,Mobile App & UI issues,low,en,MFA
Kiosk PIN rejected for Elijah Taylor,"Employee Elijah Taylor (ID EMP76449) reports clock-in problem at Distribution East. Phone +1-762-541-7288, email elijahtaylor592@fabrikam.org. GPS 43.923625,-79.126493. Issue started during night shift. Manager Hannah Adams unable to approve. Timesheet shows 10h instead of 12h. Device Pixel 8 (OS iOS 17.4), app v8.2.4, network Wi-Fi. Error code APP-5001. Ref:674-697  Steps tried: reinstall, toggled airplane mode, switched networks.",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Times & Attendance,medium,en,Accessibility
Wallet screen blank after update,"User Mason Walker experienced an appplication crash on iPhone 14 Pro (OS Android 14) when opening the Settings screen. Email masonwalker24@acme.test / phone +1-556-459-4278. After MFA code 645900, the screen froze. Build v9.0.6, network LTE. Logs show error code PUNCH-403. Occurred after update this morning. Ref:330-709",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Mobile App & UI issues,low,en,Kiosk
Dark mode hides text on Settings screen,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Question,Mobile App & UI issues,low,en,Biometric
